inscription_id,source_corpus,provenance_source_url,site_find_place,region,object_type,support_material,classification,formula_class,inscription_length,line_count,sign_count,word_count,sign_inventory_used,estimated_date_period,find_context,libation_formula_candidate,accounting_candidate,ideogram_presence,numeral_presence,damage_unreadability_level,confidence_provenance_notes
HT 85B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2085b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,26,9,26,26,A310 AB04 AB07 AB09 AB13 AB16 AB17 AB27 AB28 AB30 AB51 AB54 AB57 AB60 AB66 AB67 AB69 AB73 AB77 AB78 AB80 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0385,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 86,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,36,14,36,36,A B DA DE DE]] DI DU GRA K KA KU L2 ME MI NI NU QA RA2 RU SA SU TE WA [[A [[DI [[KU [[SA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 86A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2086a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,21,8,21,21,AB01 AB04 AB07 AB08 AB13 AB16 AB26 AB30 AB31 AB45 AB51 AB54 AB55 AB58 AB73 AB76 AB77 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 86B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2086b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,4,10,10,AB07 AB08 AB26 AB30 AB31 AB45 AB58 AB77 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 87,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2087/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,55,15,55,55,A AB04 AB07 AB08 AB09 AB21F AB24 AB26 AB27 AB39 AB41 AB44 AB50 AB53 AB57 AB58 AB59 AB60 AB67 AB69 AB73 AB77 AB78 AB80 AB81 DI JA KA KE KI KU MA MI NE PI PU QE QIF RA RE RI RU SE SI SU TA TE TU [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0182,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 88,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2088/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,59,23,59,59,A AB01 AB02 AB03 AB06 AB08 AB17 AB27 AB31 AB51 AB55 AB56 AB57 AB59 AB65 AB67 AB77 AB80 AB81 DA DU FIC JA JU KA KI KU MA NA NU PA PA3 RE RO SA TA VIR ZA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 89,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2089/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,69,20,69,69,*313A 10TH 20TH 3RD A AB02 AB08 AB131A AB28 AB31 AB59 AB60 AB73 AB76 AB80 AB81 AMOUNT ARE ASARA2 BE CA CF CHILDREN? E EACH FIC FIGS HT I IF IS JU KA KU MA MAIMI MI MIGHT PEOPLE QE RA RA2 RATIO RO SA TA TARA THE THEY THIS TIMES TO UNIT VINA VIR WHERE WINE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 8A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%208a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,18,6,18,18,A301 A310 AB04 AB06 AB07 AB16 AB27 AB28 AB37 AB41 AB46 AB56 AB59 AB60 AB67 AB77,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 8B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%208b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,13,5,13,13,A310 AB03 AB16 AB188 AB27 AB28 AB29 AB56 AB57 AB58 AB77,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 9,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,25,12,25,25,A DE DI I JA KU NA PA PA3 PI PU QE RA RO RU SA SI TA TE U VINA WA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 90,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2090/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,28,10,28,28,AB06 AB26 AB28 AB31 AB41 AB53 AB66 AB76 AB80 AB81 DI FIC GRA I KU MA MI NA OLE RA2 RI RU SA SI TA2,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 91,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2091/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,17,10,17,17,AB04 AB28 AB53 AB77 FIC I KA KI MI OLE OLIV RI TE U VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 92,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2092/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,3,5,5,A AB08 AB51 DU GRA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 93,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,44,17,44,44,*406VAS A DA DE DI GRA I JA JU KI KU NA NA[ NI PA PA3 QA RA2 RE RI RO[ RU SA SE VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 93A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2093a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,32,12,32,32,AB01 AB03 AB06 AB07 AB08 AB09 AB100 AB16 AB26 AB28 AB30 AB31 AB37 AB45 AB53 AB56 AB57 AB61 AB65 AB67 AB76 AB77 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0625,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 93B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2093b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB02 AB67,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 94,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,31,15,31,31,*313B A DE DI FIC KA KE KI KU MA ME NE PA RA RA2 RO RU SA TA TE TI TU VIR [NAME,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 94A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2094a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,8,4,8,8,A306 A318 AB02 AB03 AB31 AB76 AB77 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 94B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2094b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,23,9,23,23,AB02 AB03 AB04 AB07 AB13 AB21F AB24 AB26 AB31 AB44 AB45 AB59 AB60 AB67 AB69 AB80 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0435,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 95,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,23,9,23,23,A DA DE DI DU GRA KU MA ME MI NI NU QE RA2 RU SA SU TA TE U,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 95A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2095a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,20,6,20,20,AB01 AB04 AB07 AB10 AB13 AB26 AB30 AB31 AB45 AB51 AB55 AB59 AB73 AB76 AB78 AB80 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0500,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 95B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2095b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,18,7,18,18,AB01 AB04 AB07 AB08 AB10 AB17 AB26 AB30 AB31 AB45 AB51 AB55 AB58 AB73 AB76 AB78 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 96,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,39,13,39,39,A FIC GRA I KU MA MI NE NI OLE PA PI QA RA RE RO RU SA SI TA TE TI U [?] ]FIC ]KU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0256,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 96A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2096a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,23,7,23,23,AB02 AB03 AB04 AB08 AB123 AB24 AB26 AB28 AB30 AB31 AB37 AB39 AB41 AB59 AB60 AB73 AB80 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 96B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2096b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,8,2,8,8,AB03 AB08 AB118 AB16 AB24 AB27 AB60,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 97,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,16,7,16,16,DI I KA MA NA NU PA RA2 RU SA TA TI TO,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 97A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2097a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,17,7,17,17,AB03 AB05 AB06 AB07 AB08 AB26 AB28 AB37 AB45 AB55 AB59 AB77 AB80 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0588,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 97B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2097b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB31 AB76,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 98,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,17,6,17,17,DA DI I KA KE NA NE RE RI RO RU TA TE TI ]VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 98A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2098a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,18,7,18,18,A301 A310 AB02 AB04 AB06 AB07 AB27 AB28 AB37 AB44 AB45 AB53 AB59 AB69 AB77 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0556,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 98B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2098b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,4,1,4,4,AB01 AB04 AB24 AB26,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 99,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,18,9,18,18,A DA DU FIC GRA MA QE[ RA2 RU SA SE SI TA VINA ZU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 99A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2099a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,AB08 AB31 AB51 AB76,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 99B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2099b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,8,3,8,8,AB01 AB118 AB26 AB41 AB51 AB59 AB79 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 9A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%209a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,21,8,21,21,A306 A324 AB02 AB03 AB06 AB07 AB08 AB10 AB123 AB26 AB28 AB31 AB45 AB50 AB59 AB60 AB69 AB78 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 9B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%209b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,25,10,25,25,A305 A306 A324 AB02 AB03 AB06 AB07 AB08 AB10 AB123 AB28 AB39 AB41 AB45 AB50 AB54 AB57 AB59 AB60 AB69 AB77 AB78 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0400,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
